Date,Open,High,Low,Close,Volume
2021-03-08,48.3945,48.9254,48.2718,48.5083,247541.9815324
2021-03-09,48.5848,48.8783,48.2522,48.6408,320193.8045774
2021-03-10,48.4798,49.0392,48.4229,49.001,156043.480801
2021-03-11,49.3337,49.7694,49.3337,49.6457,188042.8896496
2021-03-12,49.4367,49.8165,49.3435,49.7969,126652.6086564
2021-03-15,49.5034,49.5515,48.9637,49.4936,105614.14876285
2021-03-16,49.21,49.21,48.6692,48.8685,124206.08653675
2021-03-17,48.3945,49.106,48.2119,49.0677,95521.3534296
2021-03-18,48.7644,49.0059,47.9862,48.0814,136663.88721765
2021-03-19,47.9862,48.2335,47.4082,48.0441,91360.94117865
2021-03-22,47.9862,47.9862,47.6486,47.7212,128600.8595072
2021-03-23,47.2374,47.3709,46.465,46.6024,185928.54837585
2021-03-24,46.8399,47.522,46.8399,47.0097,256229.6315083
2021-03-25,46.5445,47.1236,46.0617,47.0293,215091.17355885
2021-03-26,47.6741,48.2993,47.6162,48.2894,219360.61449235
2021-03-29,47.9676,48.1952,47.7409,48.0441,97244.41419775
2021-03-30,47.6535,47.9862,47.5691,47.8341,81895.8249898
2021-03-31,47.6829,47.9018,47.5603,47.6555,154375.44385395
2021-04-01,47.8635,48.2718,47.1618,48.2522,693336.8284074
2021-04-05,48.5652,48.7075,48.4995,48.575,171100.64754905
2021-04-06,48.4514,48.7831,48.3091,48.4043,275070.1954368
2021-04-07,48.4798,48.6408,48.3189,48.4798,82156.6786602
2021-04-08,48.3945,48.4327,48.0461,48.3846,70019.85026905
2021-04-09,48.1864,48.2894,48.0804,48.2522,63715.5469145
2021-04-12,48.1766,48.3091,47.8164,47.9293,86967.18716785
2021-04-13,47.9293,48.1197,47.8655,48.0343,60087.03160085
2021-04-14,48.2237,49.1433,48.2237,48.8969,147050.1429301
2021-04-15,49.3337,49.5515,49.0677,49.4936,212147.39913
2021-04-16,49.6457,49.7213,49.4279,49.684,121426.36461155
2021-04-19,49.7694,49.8548,49.3611,49.5515,88871.6227537
2021-04-20,49.3042,49.3042,48.4798,48.6221,394576.84006775
2021-04-21,48.4416,49.3042,48.3846,49.2757,124751.2299495
2021-04-22,49.2483,49.2483,48.6025,48.7262,462045.2153732
2021-04-23,49.0304,49.4661,49.0304,49.3808,105351.25717315
2021-04-26,49.5692,49.949,49.5692,49.8548,122905.89402335
2021-04-27,49.7498,50.0069,49.7135,49.9019,120078.2809946
2021-04-28,49.9402,50.6605,49.9402,50.528,210525.2153672
2021-04-29,50.793,50.8411,50.0442,50.4995,142099.01799075
2021-04-30,49.9117,50.0628,49.4279,49.4936,248207.36218385
2021-05-03,49.8734,50.5084,49.8734,50.3955,121835.98639085
2021-05-04,50.3278,50.5653,50.0069,50.5467,240022.0593154
2021-05-05,50.9736,51.6183,50.9736,51.533,162037.0014623
2021-05-06,51.7508,52.32,51.4476,52.2906,259856.10890265
2021-05-07,52.4241,53.2592,52.2818,53.2592,127681.7579029
2021-05-10,53.8932,54.1405,53.22,53.2867,554697.1784284
2021-05-11,52.5006,53.1444,52.3485,52.8981,172887.90277515
2021-05-12,52.7558,53.1444,52.0305,52.1777,402289.3456586
2021-05-13,51.8362,52.3956,51.5899,52.0727,277644.0875127
2021-05-14,52.2533,52.8598,52.2533,52.8598,125660.1419573
2021-05-17,52.5664,53.4673,52.5379,53.4673,161167.82888085
2021-05-18,53.7705,53.8275,53.1267,53.1444,75001.5439979
2021-05-19,52.0158,52.2435,51.4476,51.8647,155871.27662015
2021-05-20,51.8745,52.0825,51.5702,51.9697,196558.33544465
2021-05-21,52.1022,52.2729,51.6939,51.8362,253278.7243619
2021-05-24,51.9029,52.2297,51.7125,52.0452,100045.5342756
2021-05-25,52.1679,52.1679,51.4476,51.4849,361976.24502565
2021-05-26,51.4378,51.7969,51.372,51.6753,2869989.5226742
2021-05-27,51.9785,52.2248,51.9128,52.0158,250655.9222228
2021-05-28,52.1208,52.2729,51.9736,52.1777,110648.8283935
2021-06-01,52.8981,53.3966,52.8981,53.378,223334.55712735
2021-06-02,53.5703,53.7715,53.3083,53.7332,806636.9898102
2021-06-03,53.167,53.2818,52.8686,53.2337,163835.46524455
2021-06-04,53.5988,53.695,53.2818,53.6272,418260.5192127
2021-06-07,53.5409,53.6086,53.2435,53.2818,292244.76033755
2021-06-08,53.272,53.5605,52.9648,53.4643,95963.5819177
2021-06-09,53.3682,53.3682,53.1375,53.167,196803.9047203
2021-06-10,53.4064,53.5703,53.0325,53.2052,116419.19689145
2021-06-11,53.5409,53.6469,53.2052,53.3682,56520.67282585
2021-06-14,53.3966,53.5507,53.0001,53.2151,96046.11764935
2021-06-15,52.9363,53.0325,52.638,52.9746,97905.7190106
2021-06-16,52.8784,52.956,52.1964,52.3603,572447.4555314
2021-06-17,51.8804,52.0335,50.4495,50.8136,139222.4948988
2021-06-18,49.95,50.1364,49.4603,49.5849,402702.02431685
2021-06-21,49.9784,50.9245,49.9784,50.8911,210339.7647109
2021-06-22,50.8234,51.3327,50.5545,51.1306,133532.6242132
2021-06-23,51.5153,51.7646,51.1257,51.1885,305546.25960865
2021-06-24,51.4672,51.6762,51.3131,51.6203,322146.1312668
2021-06-25,51.9088,51.9088,51.6017,51.6782,60858.3840559
2021-06-28,51.5437,51.5437,50.7233,50.8234,138954.50851085
2021-06-29,50.8813,51.1404,50.7272,50.7272,79276.07972965
2021-06-30,50.6507,50.948,50.5741,50.8911,347693.4876116
2021-07-01,51.5437,51.582,51.0737,51.16,92049.75790205
2021-07-02,51.4289,51.4476,50.9873,51.4191,152270.27321705
2021-07-06,51.5251,51.5251,50.3288,50.6124,118334.84103345
2021-07-07,50.689,50.8283,50.1904,50.632,57145.2950913
2021-07-08,49.7576,50.1992,49.5231,49.9598,276539.5352521
2021-07-09,50.6222,51.1983,50.5457,51.1502,115007.9377762
2021-07-12,50.8136,51.2729,50.7469,51.0825,134344.73505425
2021-07-13,50.9579,51.1306,50.7665,50.8048,123315.51580265
2021-07-14,51.2748,51.5153,50.6026,50.6271,69787.52746885
2021-07-15,50.2287,50.6085,50.0932,50.2768,95725.1453596
2021-07-16,50.3533,50.3533,49.1776,49.2394,218492.46087055
2021-07-19,48.0775,48.1157,47.5779,47.9528,434790.082655
2021-07-20,47.8949,48.6437,47.6888,48.4808,200446.68546905
2021-07-21,48.8744,49.5662,48.8744,49.5182,170685.9309715
2021-07-22,49.6811,49.6811,49.106,49.3837,93780.9703474
2021-07-23,49.633,49.633,49.2394,49.4789,118043.41857355
2021-07-26,49.7007,50.3916,49.7007,50.3435,87838.3976686
2021-07-27,50.1227,50.315,49.7772,50.1992,139977.54399945
2021-07-28,50.2571,50.8048,50.108,50.6605,115074.17015345
2021-07-29,51.3612,51.5536,51.3033,51.3907,67524.4180862
2021-07-30,50.9873,51.16,50.5457,50.6507,65144.1283438
2021-08-02,51.0737,51.3995,50.4201,50.4976,205161.4117696
2021-08-03,50.6507,51.2464,50.2954,51.2169,162120.5561536
2021-08-04,51.1306,51.2081,50.5545,50.6124,188672.6067133
2021-08-05,50.6988,50.8146,50.5064,50.5545,53451.56636005
2021-08-06,50.4878,50.6222,50.3239,50.5457,70048.38113925
2021-08-09,50.267,50.4495,50.1512,50.3052,63356.8731177
2021-08-10,50.3916,51.0825,50.3916,51.0158,132130.5357348
2021-08-11,51.3907,51.5928,51.2562,51.5918,222171.9241667
2021-08-12,51.4858,51.4858,51.0158,51.3612,71383.21828075
2021-08-13,51.4378,51.5251,51.216,51.3426,116592.42003195
2021-08-16,50.8048,50.8136,50.3435,50.7949,67406.2187668
2021-08-17,50.267,50.2856,49.5182,49.8822,73498.57851415
2021-08-18,49.6045,49.6909,49.0569,49.0765,136511.04327015
2021-08-19,48.049,48.154,47.626,47.8567,1115903.471101
2021-08-20,47.6839,48.2119,47.6839,48.0873,568733.34760715
2021-08-23,48.6918,49.1236,48.5603,49.0569,779407.33108325
2021-08-24,49.3641,49.7478,49.3641,49.5368,907911.3894237
2021-08-25,49.5466,49.8489,49.316,49.7674,172099.22800605
2021-08-26,49.4318,49.6133,49.105,49.2296,91806.2265457
2021-08-27,49.4318,50.3916,49.4318,50.267,225900.29752605
2021-08-30,50.5064,50.5064,50.2091,50.2473,184752.66893975
2021-08-31,50.0265,50.1698,49.8155,49.8155,165937.5790025
2021-09-01,49.8921,49.9981,49.6811,49.7772,465413.8959761
2021-09-02,50.1806,50.6222,50.1806,50.4976,171430.79047565
2021-09-03,50.6988,50.8234,50.5359,50.6507,123266.60573945
2021-09-07,50.5064,50.8911,50.4397,50.4397,149153.2756477
2021-09-08,50.2954,50.372,49.6713,49.7979,192947.14244505
2021-09-09,49.7292,50.0461,49.6045,49.7095,93863.50607905
2021-09-10,50.2571,50.3631,49.7478,49.7478,101795.08799465
2021-09-13,50.1806,50.3818,50.0461,50.2287,80881.96013805
2021-09-14,50.5064,50.5064,49.5751,49.6428,121741.2231434
2021-09-15,50.0167,50.689,50.0167,50.689,158044.7175536
