Date,Open,High,Low,Close,Volume
2021-03-08,22.5544,23.206,20.7882,20.9707,54200.492707174
2021-03-09,21.192,21.2828,20.636,20.636,17073.190653738
2021-03-10,20.721,21.3648,20.646,20.8563,21742.590802867
2021-03-11,20.8563,21.2305,20.7023,20.9235,13366.031316251
2021-03-12,21.115,21.192,20.6825,20.7408,12913.271692246
2021-03-15,20.8266,21.348,20.8266,21.0961,18120.513810831
2021-03-16,21.115,21.1534,20.6875,20.9807,20531.180265262
2021-03-17,21.0863,21.343,20.7792,20.8266,9426.9212989044
2021-03-18,20.8366,20.8661,19.7999,19.9529,21233.109615229
2021-03-19,19.7811,20.3182,19.2441,20.2027,69267.158047371
2021-03-22,20.1266,21.2107,19.3487,20.3478,46935.068136739
2021-03-23,20.3478,21.8722,20.3379,21.2107,40545.789147431
2021-03-24,21.3648,21.9403,20.1938,20.5492,26911.343288986
2021-03-25,20.2995,24.7047,19.9243,23.8201,118595.67359243
2021-03-26,23.7647,24.2249,23.5139,23.899,21770.951584684
2021-03-29,23.755,24.0788,22.6027,23.1783,30560.768177775
2021-03-30,23.4193,25.0986,22.9099,24.8093,29986.462345983
2021-03-31,24.9071,25.0995,23.8596,23.9465,34931.367232762
2021-04-01,24.3008,24.3837,23.2554,23.6582,13578.737179877
2021-04-05,23.7846,24.6672,23.4093,23.5525,13239.420683139
2021-04-06,23.7944,23.8496,23.4478,23.4855,10255.461281982
2021-04-07,23.5911,24.2761,23.1882,23.3699,20618.288380842
2021-04-08,23.6917,23.6917,22.4063,22.9582,17965.542395903
2021-04-09,23.0352,23.4952,22.1891,22.4774,29339.228789521
2021-04-12,22.267,22.7054,20.2076,21.7192,46254.409373135
2021-04-13,21.7192,22.1871,21.2107,21.5948,23724.806874851
2021-04-14,21.6145,22.2187,21.4309,21.7004,11320.003485179
2021-04-15,21.7478,21.8772,21.575,21.7004,10209.881454062
2021-04-16,21.806,22.0498,21.1248,21.4802,31208.001734237
2021-04-19,21.2107,21.7054,20.9235,21.105,25968.347293576
2021-04-20,21.0389,21.3835,20.4041,20.7506,34831.091611338
2021-04-21,20.5107,21.2403,19.9104,20.9037,44979.187076442
2021-04-22,20.6825,22.0647,20.6825,21.7192,31953.485141994
2021-04-23,21.7793,21.9778,21.3558,21.5651,15610.584620041
2021-04-26,21.575,22.1427,21.5277,22.1328,34224.373457471
2021-04-27,22.1328,22.9246,21.5948,22.7657,59695.394184188
2021-04-28,22.737,23.0914,22.2286,22.9582,29042.453465509
2021-04-29,23.2653,23.2653,22.352,22.5544,17465.177173849
2021-04-30,22.4112,22.6511,21.6046,22.1989,23104.92121514
2021-05-03,22.5011,23.2257,21.9403,23.0826,22556.950395036
2021-05-04,22.9009,22.9009,22.0074,22.4498,12905.168611727
2021-05-05,22.2573,23.0352,22.2573,22.8042,21139.924189259
2021-05-06,23.4952,23.8793,22.0164,23.8793,26117.241398115
2021-05-07,23.909,23.9939,23.2158,23.7253,15851.651265483
2021-05-10,23.7352,24.7995,23.4143,23.6681,24177.566498856
2021-05-11,23.6681,24.0876,23.2554,24.0235,14396.135427241
2021-05-12,23.8694,24.3789,23.5338,23.7747,14497.423933729
2021-05-13,23.8694,24.2288,23.5139,23.8496,22299.677588555
2021-05-14,24.0432,25.2714,23.6492,25.2525,45564.634643948
2021-05-17,25.2525,26.0572,24.8093,24.993,40087.965098102
2021-05-18,25.1934,25.5972,23.7055,23.7055,22313.857979463
2021-05-19,23.6868,23.6868,22.2089,22.7557,33370.511347771
2021-05-20,22.8713,23.9839,22.7557,23.755,20146.283940605
2021-05-21,23.9553,23.9553,23.0352,23.131,21339.462547041
2021-05-24,23.899,24.5596,23.2356,24.5596,27443.107948051
2021-05-25,24.5695,24.5695,23.6009,23.755,19633.764097772
2021-05-26,23.8112,24.1952,23.8112,24.1952,7579.4189405503
2021-05-27,24.0333,24.1578,23.5338,24.1192,7396.0867438058
2021-05-28,24.6692,24.7561,24.1261,24.7561,12542.555758497
2021-06-01,24.7658,25.0848,24.0561,24.8133,17564.439910207
2021-06-02,25.0749,25.3454,24.8607,25.3355,14597.699555154
2021-06-03,25.1135,25.6356,25.0077,25.6356,14343.465403866
2021-06-04,25.6356,25.6831,25.3257,25.5587,12015.855524756
2021-06-07,25.5882,26.7681,25.1529,26.3129,33352.279416603
2021-06-08,26.3228,26.8748,26.3129,26.3129,18728.244849763
2021-06-09,26.391,26.8194,26.3129,26.3811,21405.30007626
2021-06-10,26.458,26.7385,26.3129,26.5459,11696.796729316
2021-06-11,26.5459,27.3772,26.5459,27.1936,18851.81682768
2021-06-14,27.2706,28.0248,26.391,26.3998,33805.039040607
2021-06-15,26.4098,27.629,26.3998,27.1837,36166.07412686
2021-06-16,27.1936,27.2953,26.3711,26.4977,43270.449971978
2021-06-17,26.613,26.9221,25.7808,26.7779,49416.636545712
2021-06-18,26.2448,26.458,24.1942,25.0463,151611.6751675
2021-06-21,24.7658,24.7658,23.6048,24.5438,76632.858239229
2021-06-22,24.5714,24.6148,23.5949,24.3098,32493.352881579
2021-06-23,24.214,24.6692,24.214,24.5438,43728.274021307
2021-06-24,24.6692,24.9011,23.7204,24.601,43365.661168077
2021-06-25,24.6879,25.3158,24.3196,25.0363,472153.33434193
2021-06-28,24.8617,25.8884,24.5003,25.5202,29606.630446651
2021-06-29,25.4609,25.6356,24.9387,25.4521,19471.70248739
2021-06-30,25.4521,25.6456,24.7165,25.1904,32103.392131598
2021-07-01,25.1904,25.4047,23.44,25.1529,32848.875539354
2021-07-02,24.6692,25.4136,24.6495,24.7363,15891.153783014
2021-07-06,24.7363,24.8617,24.2911,24.5142,33614.616648409
2021-07-07,24.5339,24.5526,24.1458,24.2723,6129.9804126969
2021-07-08,23.895,24.3196,23.7105,24.0106,25403.157427369
2021-07-09,24.5911,24.5911,24.2534,24.3591,4687.6320802976
2021-07-12,24.4174,25.3948,24.3591,25.3355,23284.201871625
2021-07-13,25.3355,25.3355,24.1942,24.2999,12679.295242257
2021-07-14,24.2999,24.6069,24.2337,24.3789,4730.1732530229
2021-07-15,24.3789,24.4332,23.8408,24.3493,11212.6376683
2021-07-16,24.2999,24.5438,23.7894,23.7894,9987.046739787
2021-07-19,23.7007,23.8556,22.5405,22.8989,15786.826621331
2021-07-20,22.8989,23.5654,22.8989,23.2267,20940.385831476
2021-07-21,23.5072,24.2911,23.4695,24.2911,10413.471352104
2021-07-22,23.9534,24.6109,23.4498,23.75,4899.325058859
2021-07-23,23.826,24.2723,23.75,23.75,1534.520873304
2021-07-26,23.9435,24.1458,23.6621,23.672,5568.8420867494
2021-07-27,24.0303,24.0303,23.5121,23.7598,2661.8619505234
2021-07-28,23.8753,24.0491,23.5851,23.7994,3280.7347251694
2021-07-29,24.0373,24.3789,24.0303,24.369,8619.6519021894
2021-07-30,24.2534,24.3789,23.6245,24.2534,4804.1138627596
2021-08-02,24.3098,24.8232,24.1942,24.8232,3151.0854368638
2021-08-03,24.8617,25.8194,24.678,25.6061,9583.9184839619
2021-08-04,25.2269,26.4196,25.1529,25.8292,17744.733451758
2021-08-05,26.7385,28.5767,26.5637,27.1936,39472.130978651
2021-08-06,27.0297,27.1739,26.2339,26.2448,20765.156715251
2021-08-09,26.1195,27.0564,25.3651,26.6329,8535.5824418038
2021-08-10,26.623,26.9704,26.4383,26.5074,4665.3486088701
2021-08-11,26.3614,27.0969,26.3614,27.0771,12595.225781872
2021-08-12,27.1353,27.1353,26.7385,27.0673,5271.0538776726
2021-08-13,26.9221,26.9704,26.7197,26.7197,1935.6233589993
2021-08-16,26.6713,26.9033,26.1392,26.3811,6838.9999581178
2021-08-17,26.149,26.5834,26.149,26.5549,5506.0432127264
2021-08-18,26.8748,27.0297,26.458,26.458,2936.3538031078
2021-08-19,26.5074,26.5074,25.4708,25.9071,4283.4909394076
2021-08-20,25.7522,26.4482,25.6939,26.4482,2926.2249524589
2021-08-23,26.5637,26.5637,25.7335,25.9843,2124.0199810683
2021-08-24,25.8292,26.0612,25.0363,25.0363,9288.1560450149
2021-08-25,25.0848,25.4521,25.0848,25.3158,1530.4693330444
2021-08-26,25.1429,25.54,24.7658,25.1035,3130.8277355661
2021-08-27,24.4263,24.9298,24.1844,24.7363,8352.2502450592
2021-08-30,24.7096,24.7096,23.5841,24.0521,12441.267252009
2021-08-31,23.9257,24.374,23.9257,24.2861,3684.8758660593
2021-09-01,24.7047,24.7047,24.0521,24.3246,1899.1594966634
2021-09-02,24.6345,25.0759,24.3345,24.6268,13444.023466247
2021-09-03,24.6079,24.9486,24.3837,24.4322,3497.4921290552
2021-09-07,24.4421,25.2615,24.4421,25.2515,8076.7455074099
2021-09-08,25.1489,25.1489,24.7541,24.7638,2506.8905355956
2021-09-09,24.9486,25.0068,24.3837,24.6268,4565.0729874463
2021-09-10,24.7047,25.0423,24.374,24.7738,6497.6576912509
2021-09-13,24.9436,25.1924,24.7738,24.9979,3525.8529108721
2021-09-14,24.8706,25.7394,24.0422,24.3493,12588.135586417
2021-09-15,24.5981,24.9584,24.3837,24.9001,7217.8189723856
2021-09-16,24.7244,25.8854,24.7244,25.8164,5099.8763017067
2021-09-17,25.7966,26.0317,25.4155,25.4946,39049.757906593
2021-09-20,25.2901,25.3089,24.8804,25.3,7211.7416619963
2021-09-21,25.0216,25.5735,25.0216,25.2901,12260.973710459
2021-09-22,25.5043,25.7394,25.0887,25.7394,4497.2096880988
2021-09-23,25.9823,25.9823,25.5439,25.8164,2419.7824200153
2021-09-24,25.9823,26.616,25.9823,26.5578,4883.1188978208
2021-09-27,27.0258,28.868,27.0258,28.868,10547.17218067
2021-09-28,28.6636,29.2481,28.3122,28.5165,9970.8405787488
2021-09-29,28.2737,29.2481,28.2737,28.9164,12947.709784452
2021-09-30,28.79,29.2481,28.7239,29.0921,10071.116200173
2021-10-01,28.9805,30.189,28.9805,29.4832,40502.235089641
2021-10-04,29.7852,32.8358,29.0437,31.978,31950.446486799
2021-10-05,32.3975,32.8755,30.818,31.901,19922.436341265
2021-10-06,31.4803,31.8614,30.7982,31.8614,8331.9925437615
2021-10-07,32.1735,32.7974,31.666,31.666,8567.9947638802
2021-10-08,31.9108,33.2841,31.9108,32.9721,12616.496368234
2021-10-11,33.2358,35.4789,33.0225,35.2932,37112.108777464
2021-10-12,35.2932,35.6348,34.9221,35.4195,19712.769132834
2021-10-13,35.9566,36.8037,34.0068,36.4918,32017.296901082
2021-10-14,36.17,40.3432,36.17,39.9434,40887.131414298
2021-10-15,41.3473,42.8973,36.2588,37.486,84912.180759618
2021-10-18,37.4476,37.9787,32.0471,32.1636,79974.366068292
2021-10-19,32.1735,33.4292,30.7064,32.8556,35742.688169736
2021-10-20,32.7776,33.4401,32.3294,32.4557,11605.637073476
2021-10-21,32.4657,32.4657,31.3836,31.8811,8966.0585943808
2021-10-22,31.9286,31.9967,31.1981,31.51,5013.7810711913
2021-10-25,31.5692,31.7252,30.0676,30.9838,23191.016445656
2021-10-26,30.9838,30.9838,29.8948,30.6135,10532.991789761
2021-10-27,30.5158,31.0085,29.7457,29.8227,8813.1129495828
2021-10-28,30.2581,30.2581,29.336,29.5502,19907.243065291
2021-10-29,29.336,30.5583,29.336,30.2621,13213.085671453
2021-11-01,30.2621,32.1142,30.2621,31.1526,14858.011016829
2021-11-02,31.2178,32.1142,30.8574,32.0372,4664.3357238052
2021-11-03,31.5989,31.6758,29.6667,31.2375,9059.2440203504
2021-11-04,32.9919,33.5349,29.4338,30.7151,26189.156237722
2021-11-05,30.964,31.8022,30.9057,31.4803,6121.8773321778
2021-11-08,31.6858,32.8745,30.736,32.4262,11770.737339053
2021-11-09,32.1833,32.1833,31.3747,32.1043,7136.7881671947
2021-11-10,32.0945,32.1043,31.274,31.2888,5094.8118763822
2021-11-11,31.7055,32.6118,31.6858,32.1735,6605.0235081289
2021-11-12,32.1537,33.1093,32.0274,33.0116,5517.1849484402
2021-11-15,33.4017,33.4017,31.8614,32.592,12064.47400787
2021-11-16,31.8753,32.9534,31.5792,31.5792,16320.617050526
2021-11-17,31.5396,31.6758,30.8476,31.2859,7922.7869775471
2021-11-18,30.808,30.808,29.7063,30.496,2984.9722862223
2021-11-19,30.0182,30.1989,29.2481,29.8623,10970.558137792
2021-11-22,30.1643,33.997,30.1643,30.818,7744.5192061269
2021-11-23,30.2818,30.7695,29.7951,29.8623,11217.702093625
2021-11-24,29.8227,30.6036,29.3557,29.8326,7340.378065237
2021-11-26,30.0775,30.0775,28.566,29.7358,12389.6101137
2021-11-29,29.9205,30.8524,29.9205,30.1555,2816.8333654511
2021-11-30,30.0873,31.0885,29.0764,29.0764,10136.95372939
2021-12-01,29.6648,30.4112,29.5374,29.8316,7385.9578931569
2021-12-02,29.7734,30.1169,29.4595,29.9205,3976.5867647468
2021-12-03,29.4495,30.2344,29.4495,30.2344,7186.4195353741
2021-12-06,29.9599,30.0281,29.5671,29.7437,6176.5731256817
2021-12-07,29.5868,30.421,29.1741,29.1948,15024.124167471
2021-12-08,29.3409,30.342,29.2136,29.8218,19233.674497142
2021-12-09,29.5276,29.7043,29.2333,29.3509,2888.7482050581
2021-12-10,29.4485,30.0281,29.3606,29.7141,4941.8662315843
2021-12-13,29.9699,30.3717,29.3606,29.5671,5018.8454965157
2021-12-14,29.3409,29.956,29.2136,29.2136,20928.231210698
2021-12-15,29.2827,29.4397,27.7909,28.7723,42782.239370702
2021-12-16,28.7723,29.4792,28.6746,28.7525,20540.296230846
2021-12-17,28.8315,31.3431,28.8315,30.2739,23323.704389156
2021-12-20,30.0478,30.5484,29.4445,30.1367,10528.940249502
2021-12-21,29.9786,34.0028,29.9786,33.0699,21582.554962614
2021-12-22,33.0896,33.9475,32.3147,33.1193,8576.0978443993
2021-12-23,33.2269,33.6593,31.5495,32.4717,21907.691068444
2021-12-27,32.4223,33.1647,32.285,33.1587,10711.259561181
2021-12-28,33.1587,33.3058,32.589,33.3058,3698.0433719029
2021-12-29,33.3158,33.8065,32.3245,33.7176,2697.3129277944
2021-12-30,33.7274,35.4157,32.9129,34.689,13057.10137146
2021-12-31,34.3948,35.6121,34.2655,35.6121,5339.9300620849
2022-01-03,35.5727,37.6232,35.5727,37.0447,13807.649204542
2022-01-04,36.8779,37.4179,34.4837,35.0524,12370.365297467
2022-01-05,35.2192,36.1601,34.5232,35.1116,4310.8388361596
2022-01-06,37.2895,37.2895,33.5221,34.2477,3752.7391654068
2022-01-07,35.2686,35.3279,33.2663,33.5221,7280.6178464086
2022-01-10,33.61,34.5914,33.61,33.6692,3602.8321758035
2022-01-11,34.3169,34.3169,33.757,33.7679,3670.6954751509
2022-01-12,34.3465,34.5715,33.8558,33.8558,3898.5946147505
2022-01-13,34.1697,35.2192,34.1104,34.1104,5778.509295181
2022-01-14,34.4541,34.9842,34.4244,34.4244,5869.6689510209
2022-01-18,34.3465,34.3465,33.1093,34.0513,13502.77080001
2022-01-19,34.217,34.2477,33.2269,33.9634,3106.5184940088
2022-01-20,34.2378,34.2388,33.456,34.2388,2418.7695349504
2022-01-21,33.4036,33.7471,32.6513,33.3355,4874.0029322368
2022-01-24,32.7175,32.7175,30.3717,30.8524,14067.960666218
2022-01-25,30.4407,31.0282,30.1268,30.7351,4138.6483751288
2022-01-26,31.7845,32.3186,29.7823,29.8513,11195.418622197
2022-01-27,30.342,31.2058,29.8316,29.9402,4421.2433082323
2022-01-28,29.8316,30.9019,29.4397,29.8613,10887.501562472
2022-01-31,29.8613,30.5583,28.4583,29.9304,35414.513408713
2022-02-01,29.881,30.5138,29.0862,30.1268,24034.749704707
2022-02-02,30.3026,30.96,29.9599,30.7054,9845.2428307028
2022-02-03,29.9699,30.499,29.9599,30.0478,3373.920151139
2022-02-04,30.5908,31.1082,30.2344,30.7745,17845.009073181
2022-02-07,31.9414,31.9414,30.6076,30.8476,6730.6212561749
2022-02-08,30.6659,30.8228,29.7507,30.4506,20569.669897727
2022-02-09,30.421,30.7933,29.6648,30.352,23383.464607984
2022-02-10,29.9205,30.9502,29.881,30.0281,6647.5646808542
2022-02-11,30.5731,31.2257,29.6361,30.0281,21676.753273649
2022-02-14,29.7832,30.5978,29.3606,29.871,7620.9472282107
2022-02-15,29.881,30.8218,29.881,30.2739,4530.6348952401
2022-02-16,31.0193,31.0193,30.2265,30.2641,14545.029531779
2022-02-17,30.0972,30.0972,29.264,29.7634,7491.2979399052
2022-02-18,29.3943,29.9007,29.3943,29.4595,6648.5775659191
2022-02-22,29.6361,29.6361,28.0456,28.4632,13796.507468827
2022-02-23,29.1455,29.2037,27.8886,29.2037,19643.892948421
2022-02-24,28.0851,28.9885,28.0753,28.0753,6054.0140328303
2022-02-25,29.2432,29.8613,28.8898,29.7537,11170.096495575
2022-02-28,29.8613,30.9117,29.8613,30.3322,6016.5372854295
2022-03-01,30.7251,31.5396,29.7734,29.871,12702.591598749
2022-03-02,30.5435,33.2763,30.5435,31.4024,33358.356726992
2022-03-03,33.8558,33.8558,29.5571,32.1675,39273.605505933
2022-03-04,32.3631,32.3631,29.5394,30.2798,54325.077570156
2022-03-07,30.2798,30.2798,28.3349,29.6282,33136.534897783
2022-03-08,29.6184,30.0922,28.2954,29.6974,56125.987215526
2022-03-09,30.1121,30.3418,29.2926,29.4407,70654.810586266
2022-03-10,29.3419,30.7143,28.6442,30.3983,79162.032246252
2022-03-11,30.3983,31.578,29.0762,29.4999,66845.349857226
